Player,bbref_id,PlayerID,status,pos,height,weight,num,code,team_id,team_name,birthdate,age,exp,school,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Luke Kennard,kennalu01,1628379,Out,G,77,206,5,DET,1610612765,Detroit Pistons,6/24/1996,23,2,Duke,2020,1894,922,2.399108686,-3.086005505,-0.6868968191,1.248021412,-1.308217365,-0.06019595309,2.329637294,-2.890038561,-0.5604012664,1.024461049,1.024461049,0,1.736698465,-3.209320996,-1.472622531,-0.5482487154
Markieff Morris,morrima02,202693,,F,80,245,8,DET,1610612765,Detroit Pistons,9/2/1989,30,8,Kansas,2020,2336,1109,-1.337190349,-2.492949053,-3.830139402,-1.597240032,-0.1532827377,-1.750522769,-1.457933376,-2.139668964,-3.59760234,-0.48386548,-0.48386548,0,-1.25694219,-2.890358941,-4.147301131,0.4235051822
Sekou Doumbouya,doumbse01,1629635,,F,80,230,45,DET,1610612765,Detroit Pistons,12/23/2000,18,0,,2020,1553,754,-5.457269879,-4.091013352,-9.548283232,-2.316763892,-4.211969606,-6.528733498,-5.110337386,-4.324064684,-9.43440207,-2.545047167,-2.545047167,0,-5.216083238,-3.72161608,-8.937699318,-1.046512972
Svi Mykhailiuk,mykhasv01,1629004,Starter,G-F,79,205,19,DET,1610612765,Detroit Pistons,6/10/1997,22,1,Kansas,2020,2639,1265,0.3209047743,-1.360758675,-1.039853901,1.195788867,1.927538087,3.123326954,0.5452720128,-0.7383463441,-0.1930743313,1.65500954,1.65500954,0,0.359230125,-1.543443037,-1.184212912,0.2943574117
Thon Maker,makerth01,1627748,Starter,F-C,84,221,7,DET,1610612765,Detroit Pistons,2/25/1997,22,3,,2020,1593,776,-2.01752426,-0.342737817,-2.360262077,-3.595812688,-2.325158875,-5.920971563,-2.443957966,-0.6877419728,-3.131699938,-0.1510884657,-0.1510884657,0,-2.590511294,-0.4551224857,-3.045633779,-0.02183082282
Tim Frazier,fraziti01,204025,Waived,G,72,170,12,DET,1610612765,Detroit Pistons,11/1/1990,28,5,Penn State,2020,740,355,-3.287931067,2.206869798,-1.081061268,-3.229023922,1.248954867,-1.980069055,-3.4615197,2.180186358,-1.281333342,0.2649751297,0.2649751297,0,-3.342423225,0.6342921176,-2.708131107,-0.3954578691
Tony Snell,snellto01,203503,Starter,G,78,213,17,DET,1610612765,Detroit Pistons,11/10/1991,27,6,,2020,3365,1641,0.3697690713,-1.728220694,-1.358451622,-2.653846692,-1.233567494,-3.887414186,-0.2110588342,-1.697728068,-1.908786902,0.6969293461,0.6969293461,0,-0.90936393,-1.930688399,-2.840052329,-1.066917119
Alen Smailagic,smailal01,1629346,G-League,F,82,215,6,GSW,1610612744,Golden State Warriors,8/18/2000,19,0,Beko,2020,304,139,-1.381813818,-1.114918398,-2.496732216,3.359597672,-1.11769576,2.241901912,-0.3887818384,-1.090952294,-1.479734132,0.09075245043,0.09075245043,0,-0.8371828794,-2.116242405,-2.953425284,0.7563985191
Andrew Wiggins,wiggian01,203952,Starter,F,79,197,22,GSW,1610612744,Golden State Warriors,2/23/1995,24,5,Kansas,2020,4005,1858,0.253616596,-1.902160215,-1.648543619,1.158882955,-2.514463852,-1.355580897,0.5406769064,-2.117547334,-1.576870428,1.117109301,1.117109301,0,0.3454782343,-1.708730027,-1.363251792,-0.09525520283
Chasson Randle,randlch01,1626184,,G,74,185,25,GSW,1610612744,Golden State Warriors,2/5/1993,27,2,Stanford,2020,87,40,-2.985216813,-6.784070941,-9.769287754,1.794639936,-0.5251814721,1.269458464,-2.165870649,-5.898281444,-8.064152092,-0.1075329471,-0.1075329471,0,-1.953838073,-4.326136292,-6.279974365,-0.863706536
Damion Lee,leeda03,1627814,Starter,G-F,77,210,1,GSW,1610612744,Golden State Warriors,10/21/1992,27,2,Louisville,2020,3055,1423,-0.735569982,0.1734191097,-0.5621508723,1.330572383,1.940385802,3.270958186,-0.2750302977,0.5787706242,0.3037403265,2.229726845,2.229726845,0,-0.6743367818,1.119491928,0.445155146,0.5828001911
Dragan Bender,bendedr01,1627733,,F,84,225,17,GSW,1610612744,Golden State Warriors,11/17/1997,21,3,,2020,615,286,-2.145810835,-2.583982159,-4.729792995,0.6268681822,1.359595491,1.986463673,-1.658520062,-1.912770733,-3.571290795,-0.1266730193,-0.1266730193,0,-1.450803411,-1.203986549,-2.654789961,1.013168827
Draymond Green,greendr01,203110,Starter,F,78,230,23,GSW,1610612744,Golden State Warriors,3/4/1990,29,7,Michigan State,2020,2621,1222,-2.66907322,1.79620564,-0.8728675807,-1.204655121,2.622020416,1.417365295,-2.481618429,2.133258288,-0.3483601415,1.516146241,1.516146241,0,-2.440822927,2.296003844,-0.1448190831,1.281396751
Eric Paschall,pascher01,1629672,,F,78,255,7,GSW,1610612744,Golden State Warriors,11/4/1996,22,0,Villanova,2020,3518,1654,-1.28464767,-2.755822125,-4.040469795,-1.062068025,-4.893663392,-5.955731417,-1.217140134,-3.342985829,-4.560125963,-1.518948024,-1.518948024,0,-2.101706096,-3.368660469,-5.470366565,-0.57193149
Jeremy Pargo,pargoje01,202951,,,,,,GSW,1610612744,Golden State Warriors,,,,,2020,91,44,1.400782637,-11.61009785,-10.20931521,5.287625869,-0.1305333094,5.15709256,2.442247776,-9.887938859,-7.445691083,-0.1055226011,-0.1055226011,0,2.160649873,-8.474315091,-6.313665219,0.1064184515
Jordan Poole,poolejo01,1629673,Starter,G,76,194,3,GSW,1610612744,Golden State Warriors,6/19/1999,20,0,Michigan,2020,2746,1274,-2.900298934,-2.329644159,-5.229943093,-2.689355948,0.803054325,-1.886301623,-2.934777466,-1.801532163,-4.736309629,-1.293767487,-1.293767487,0,-3.149642818,-1.967347337,-5.116990155,0.2114708381
Juan Toscano-Anderson,toscaju01,1629308,Out,F,78,209,95,GSW,1610612744,Golden State Warriors,4/10/1993,27,0,Marquette,2020,570,272,-2.326173989,0.8422176693,-1.48395632,-2.450837472,-1.53307086,-3.983908332,-2.457434904,0.456604499,-2.000830405,0.1034841893,0.1034841893,0,-2.755133551,1.084610819,-1.670522731,-0.4723042484
Kevon Looney,looneke01,1626172,,F,81,222,5,GSW,1610612744,Golden State Warriors,2/6/1996,23,4,UCLA,2020,563,262,-4.563369944,1.030026782,-3.533343162,-7.255143605,-1.702295505,-8.95743911,-5.356944853,0.5985825035,-4.75836235,-0.2670796409,-0.2670796409,0,-5.989096013,0.2225767036,-5.76651931,-0.5254859823
Ky Bowman,bowmaky01,1629065,Out,G,73,187,12,GSW,1610612744,Golden State Warriors,6/16/1997,22,0,Boston College,2020,2149,1015,-3.499132993,-1.4059002,-4.905033193,-3.857404273,2.418492379,-1.438911894,-3.719300754,-0.6314671234,-4.350767877,-0.8248627866,-0.8248627866,0,-3.680561788,0.2793170228,-3.401244765,-0.5044799326
Marquese Chriss,chrisma01,1627737,Starter,F,81,233,32,GSW,1610612744,Golden State Warriors,7/2/1997,22,3,Washington,2020,2554,1196,-1.987843791,1.904105108,-0.08373868366,-0.16434452,-2.548690755,-2.713035275,-1.648809385,1.171947423,-0.4768619616,1.38888938,1.38888938,0,-1.979439547,1.074953153,-0.904486394,0.1340199269
Mychal Mulder,muldemy01,1628539,,G,75,184,12,GSW,1610612744,Golden State Warriors,6/12/1994,12,0,Kentucky,2020,422,204,-1.24316721,-0.7654119177,-2.008579127,6.136251115,4.126133972,10.26238509,0.28723787,0.252071535,0.539309405,0.340851978,0.340851978,0,1.203455619,0.006035286667,1.209490906,-0.4475262722
Stephen Curry,curryst01,201939,Starter,G,75,185,30,GSW,1610612744,Golden State Warriors,3/14/1988,31,10,Davidson,2020,317,139,6.578839665,0.2089210323,6.787760697,2.251735023,-7.074177508,-4.822442485,6.261679681,-1.290608873,4.971070808,0.5592716321,0.5592716321,0,5.34772107,-1.439470483,3.908250587,2.181550032
Zach Norvell Jr.,norveza01,1629668,,G-F,77,205,21,GSW,1610612744,Golden State Warriors,12/9/1997,21,0,Gonzaga,2020,92,41,-4.008189909,-4.286463735,-8.294653645,2.639935886,-15.87017227,-13.23023639,-2.811180649,-6.929950375,-9.741131024,-0.1457071196,-0.1457071196,0,-1.223709043,-5.343704645,-6.567413687,1.857425019
Austin Rivers,riverau01,203085,,G,75,200,25,HOU,1610612745,Houston Rockets,8/1/1992,27,7,Duke,2020,3120,1422,-0.01554163334,-1.857764412,-1.873306045,5.278523968,-3.736365486,1.542158482,1.023100956,-2.365436058,-1.342335102,1.017020915,1.017020915,0,0.6510246052,-2.277513581,-1.626488976,-0.4241192965
Ben McLemore,mclembe01,203463,,G,75,189,16,HOU,1610612745,Houston Rockets,2/11/1993,26,6,Kansas,2020,3164,1451,1.185082917,-3.383541996,-2.198459078,6.786011928,-2.70220091,4.083811018,2.362959403,-3.45351764,-1.090558237,1.229545845,1.229545845,0,2.238346934,-3.034594359,-0.7962474253,0.08808148422
Bruno Caboclo,cabocbr01,203998,,F,81,200,5,HOU,1610612745,Houston Rockets,9/21/1995,24,5,Brazil,2020,493,220,-3.446945387,3.899786213,0.4528408264,-4.783951809,3.804894917,-0.9790568925,-3.914777642,4.129729773,0.2149521305,0.3343926796,0.3343926796,0,-2.40323587,3.24790303,0.8446671602,0.474110683
Chris Clemons,clemoch01,1629598,G-League,G,69,180,3,HOU,1610612745,Houston Rockets,7/23/1997,22,0,Campbell University,2020,553,251,-0.3477003728,-2.329486004,-2.677186376,-6.338509225,-2.238245832,-8.576755056,-1.659232346,-2.455010727,-4.114243073,-0.1767687284,-0.1767687284,0,-0.4984312778,-3.312614806,-3.811046084,1.204832683
Danuel House Jr.,houseda01,1627863,Starter,SF,78,220,4,HOU,1610612745,Houston Rockets,6/7/1993,26,3,Texas A&M,2020,3883,1781,-1.071051045,0.7775144539,-0.293536591,1.979905172,-1.451231176,0.528673996,-0.5678968342,0.3572037714,-0.2106930628,2.313937911,2.313937911,0,-0.2746199701,0.5856407272,0.3110207571,0.2898135772
DeMarre Carroll,carrode01,201960,,F,78,215,77,HOU,1610612745,Houston Rockets,7/27/1986,33,10,Missouri,2020,496,231,-1.935397947,1.151798971,-0.7835989763,2.696348297,2.017205301,4.713553598,-1.105708034,1.432725984,0.3270179508,0.3652832601,0.3652832601,0,-1.771597985,0.2121665749,-1.55943141,0.308419184
Eric Gordon,gordoer01,201569,GTD,G,75,215,10,HOU,1610612745,Houston Rockets,12/25/1988,30,11,Indiana,2020,2174,972,-1.083687421,-2.417285598,-3.500973019,-0.1005013179,-2.199412797,-2.299914115,-0.9933419983,-2.518440504,-3.511782502,-0.3808478893,-0.3808478893,0,-0.1453552551,-3.006132905,-3.15148816,0.8286797315
Isaiah Hartenstein,harteis01,1628392,G-League,C-F,84,250,55,HOU,1610612745,Houston Rockets,5/5/1998,21,1,,2020,584,266,-0.6813192001,-0.3637432418,-1.045062442,1.747906482,0.6192503892,2.367156871,-0.290469643,-0.2080868941,-0.4985565371,0.3076571485,0.3076571485,0,-0.4169970547,0.5811046377,0.1641075831,0.7032662315
James Harden,hardeja01,201935,Starter,SG,77,220,13,HOU,1610612745,Houston Rockets,8/26/1989,30,10,Arizona State,2020,4898,2285,9.652048571,0.8099143831,10.46196295,0.2641771489,3.840132068,4.104309217,8.277442523,1.48879509,9.766237614,14.55696171,14.55696171,0,8.297013518,1.921909621,10.21892314,-0.2415740311
Michael Frazier,frazimi01,1626187,G-League,G,75,200,21,HOU,1610612745,Houston Rockets,3/8/1994,25,0,Florida,2020,147,66,-4.182795951,-8.542216159,-12.72501211,-11.56684857,2.129527086,-9.43732148,-6.060903677,-6.845223732,-12.90612741,-0.346213392,-0.346213392,0,-5.177230689,-5.631449557,-10.80868025,1.259942337
P.J. Tucker,tuckepj01,200782,Starter,C,77,245,17,HOU,1610612745,Houston Rockets,5/5/1985,34,8,Texas,2020,4827,2242,-2.199544113,2.354941751,0.155397638,-1.62183275,0.442280464,-1.179552286,-2.293934763,2.095164648,-0.1987701147,2.899437985,2.899437985,0,-2.149092006,2.452745562,0.3036535568,-0.65831036
Robert Covington,covinro01,203496,Starter,PF,79,209,33,HOU,1610612745,Houston Rockets,12/14/1990,28,6,Tennessee State,2020,4108,1909,-0.5587026269,1.749157619,1.190454992,2.272489146,-0.06573375074,2.206755395,0.004596888601,1.493553919,1.498150808,4.154639013,4.154639013,0,0.8980975686,2.399192441,3.297290009,0.4273969411
Russell Westbrook,westbru01,201566,Starter,PG,75,190,0,HOU,1610612745,Houston Rockets,11/12/1988,30,11,UCLA,2020,4354,1948,0.7835391899,-1.471845539,-0.6883063494,-2.125305682,2.6540821,0.5287764177,0.207685222,-0.6982028091,-0.490517587,2.321600923,2.321600923,0,1.349684828,-0.4221801934,0.9275046345,3.450919245
Ryan Anderson,anderry01,201583,,F,81,240,33,HOU,1610612745,Houston Rockets,5/6/1988,31,11,California,2020,33,14,-10.92465661,-1.88271745,-12.80737406,7.021359741,6.874286028,13.89564577,-7.812557523,-0.08662622019,-7.899183743,-0.03808576914,-0.03808576914,0,-6.124574581,-1.504373999,-7.628948581,3.622653474
Thabo Sefolosha,sefolth01,200757,Inactive,F-G,78,215,18,HOU,1610612745,Houston Rockets,5/2/1984,35,13,,2020,968,436,-2.7903407,1.605253973,-1.185086727,0.5115842652,0.4985666674,1.010150933,-2.352482074,1.4623611,-0.8901209742,0.4143178458,0.4143178458,0,-2.09319212,0.9471657518,-1.146026368,0.1462000845
Tyson Chandler,chandty01,2199,,C,84,235,19,HOU,1610612745,Houston Rockets,10/2/1982,37,18,No College,2020,493,219,-3.442917167,-0.9058113405,-4.348728507,-1.398055483,1.683100469,0.2850449864,-3.322191958,-0.4392339284,-3.761425887,-0.1128002028,-0.1128002028,0,-3.394119459,-0.5665695535,-3.960689012,-0.1897834899
William Howard,howarwi01,1629739,G-League,F-G,80,207,52,HOU,1610612745,Houston Rockets,10/25/1993,26,0,Limoges,2020,29,13,-16.69897326,-11.46461249,-28.16358575,-36.7789161,3.00075235,-33.77816375,-21.8805019,-9.043168964,-30.92367087,-0.1873964631,-0.1873964631,0,-18.30350577,-11.26915116,-29.57265692,0.2902888877
Aaron Holiday,holidaa01,1628988,Starter,G,72,185,3,IND,1610612754,Indiana Pacers,9/30/1996,23,1,UCLA,2020,2853,1368,-0.1496743366,1.623598123,1.473923786,2.984444742,-1.03502481,1.949419932,0.4932505772,1.136905353,1.63015593,3.048831926,3.048831926,0,0.373171171,1.130920885,1.504092056,-0.2774007606
Alize Johnson,johnsal02,1628993,,F,79,201,24,IND,1610612754,Indiana Pacers,4/22/1996,23,1,Missouri State,2020,119,54,-0.4484603102,-6.636705796,-7.085166106,8.044325677,-3.268458211,4.775867466,1.325659098,-6.336487666,-5.010828568,-0.06148399852,-0.06148399852,0,0.6550466768,-7.277782155,-6.622735478,-1.316100303
Brian Bowen II,bowenbr02,1628968,G-League,F-G,78,190,10,IND,1610612754,Indiana Pacers,10/2/1998,21,0,,2020,59,29,-4.904910489,-2.292062124,-7.196972613,4.690489389,6.510517578,11.20100697,-3.224306832,-0.6458800542,-3.870186886,-0.01659669567,-0.01659669567,0,-1.9667206,-3.122418345,-5.089138945,0.1393072331
Domantas Sabonis,sabondo01,1627734,Out,PF,83,231,11,IND,1610612754,Indiana Pacers,5/3/1996,23,3,Gonzaga,2020,4454,2159,1.006307179,-0.1106138656,0.8956933137,2.614142334,1.15486718,3.769009514,1.387954786,0.1165099702,1.504464756,4.658143549,4.658143549,0,1.504197454,0.4109586093,1.915156063,-0.614738177
Doug McDermott,mcderdo01,203926,,F,79,218,20,IND,1610612754,Indiana Pacers,1/3/1992,27,5,Creighton,2020,2636,1242,0.8340274843,-2.182026402,-1.347998917,3.082302823,1.016641544,4.098944366,1.353307702,-1.665326479,-0.3120187772,1.546246096,1.546246096,0,1.310769682,-2.417774322,-1.10700464,0.09075333269
Edmond Sumner,sumneed01,1628410,,G,76,186,5,IND,1610612754,Indiana Pacers,12/31/1995,23,2,Xavier,2020,731,345,-1.955559683,-1.871253685,-3.826813368,0.8256263049,-3.468942808,-2.643316503,-1.482772936,-2.330250271,-3.813023207,-0.1872303848,-0.1872303848,0,-2.260486637,-2.128922828,-4.389409465,0.06438565906
Goga Bitadze,bitadgo01,1629048,,C-F,83,250,88,IND,1610612754,Indiana Pacers,7/20/1999,20,0,,2020,896,410,-5.009599163,0.2474027032,-4.76219646,-3.901788277,-0.121639339,-4.023427616,-5.081082137,0.1290182551,-4.952063882,-0.4609928026,-0.4609928026,0,-4.550389575,-0.4789794743,-5.029369049,0.07987177763
JaKarr Sampson,sampsja02,203960,,F,79,223,14,IND,1610612754,Indiana Pacers,3/20/1993,26,4,"St. John's, N.Y.",2020,721,340,-2.187780065,0.6686410915,-1.519138974,0.9555370376,0.227817254,1.183354292,-1.641184788,0.5794690925,-1.061715695,0.2919317717,0.2919317717,0,-2.024717221,0.1505983877,-1.874118834,-0.3244611969
Jeremy Lamb,lambje01,203087,,G-F,77,180,26,IND,1610612754,Indiana Pacers,5/30/1992,27,7,Connecticut,2020,2672,1291,0.5391513739,1.508417159,2.047568533,-0.6356874132,-2.922131289,-3.557818702,0.3218990674,0.652410813,0.9743098803,2.446633745,2.446633745,0,0.2123758428,1.188809928,1.401185771,-0.2682426611
Justin Holiday,holidju01,203200,,F-G,78,180,8,IND,1610612754,Indiana Pacers,4/5/1989,30,6,Washington,2020,3449,1617,0.6154634786,2.567081695,3.182545174,0.5190897316,-0.4814244469,0.03766528468,0.6541128072,2.060655708,2.714768516,4.527009839,4.527009839,0,0.9738811765,2.005872506,2.979753683,0.4211131851
Malcolm Brogdon,brogdma01,1627763,Starter,PG,77,223,7,IND,1610612754,Indiana Pacers,12/11/1992,26,3,Virginia,2020,3033,1472,1.456504654,-0.1472241442,1.30928051,-2.225066502,2.871665111,0.6465986093,0.7509486187,0.452904252,1.203852871,2.948565557,2.948565557,0,-0.002920036932,0.07443280312,0.07151276619,-0.7157364568
Myles Turner,turnemy01,1626167,Starter,C,83,239,33,IND,1610612754,Indiana Pacers,3/24/1996,23,4,Texas,2020,3338,1628,-1.954407099,1.527871965,-0.4265351333,-2.667661252,2.146445438,-0.5212158131,-2.21889864,1.711894018,-0.5070046222,1.855258555,1.855258555,0,-1.592895304,2.020383433,0.4274881292,-0.4263046953
Naz Mitrou-Long,mitrona01,1628513,G-League,G,75,218,15,IND,1610612754,Indiana Pacers,8/3/1993,26,2,Iowa State,2020,92,43,0.2745845537,5.074187275,5.348771829,-0.7684242878,13.95208792,13.18366363,0.05913943071,7.205821384,7.264960815,0.217131811,0.217131811,0,3.626006639,3.513102068,7.139108707,-1.20E+00
T.J. McConnell,mccontj01,204456,,G,73,200,9,IND,1610612754,Indiana Pacers,3/25/1992,27,4,Arizona,2020,2528,1188,0.2840361307,-2.00254075,-1.718504619,1.865110952,-1.190398042,0.6747129103,0.6371743343,-1.971409525,-1.334235191,0.8508448375,0.8508448375,0,-0.3564227241,-2.159588613,-2.516011337,-0.864815789
T.J. Warren,warretj01,203933,Starter,SF,80,220,1,IND,1610612754,Indiana Pacers,9/5/1993,26,5,North Carolina State,2020,4087,1984,0.6185287374,0.3791664082,0.9976951456,-2.29952902,0.6296216545,-1.669907365,0.03068879408,0.443973868,0.4746626621,3.251610257,3.251610257,0,-0.2038833322,0.9324185971,0.7285352649,-0.3910116074
TJ Leaf,leaftj01,1628388,,F,82,222,22,IND,1610612754,Indiana Pacers,4/30/1997,22,2,UCLA,2020,424,193,-1.047757164,-0.1891650846,-1.236922248,-7.261017547,5.089206321,-2.171811227,-2.407634343,0.859666045,-1.547968298,0.1184596064,0.1184596064,0,-2.328430988,-0.2117720309,-2.540203019,0.08379274005
Victor Oladipo,oladivi01,203506,Starter,SG,76,213,4,IND,1610612754,Indiana Pacers,5/4/1992,27,6,Indiana,2020,699,337,-0.8181131227,3.32773224,2.509619117,-2.563472893,2.488351365,-0.07512152767,-1.265433676,3.332052387,2.066618711,0.8353420043,0.8353420043,0,0.08980051439,2.41571689,2.505517405,0.8850165402
Amir Coffey,coffeam01,1629599,,G-F,79,210,7,LAC,1610612746,LA Clippers,6/17/1997,22,0,Minnesota,2020,225,103,-2.548444732,-1.024861703,-3.573306435,0.4669734414,-1.192961886,-0.725988445,-2.140220626,-1.190910517,-3.331131143,-0.03024765973,-0.03024765973,0,-3.332285995,-2.591411274,-5.923697269,-0.9724487686
Isaiah Thomas,thomais02,202738,Waived,G,69,185,4,LAC,1610612746,LA Clippers,2/7/1989,30,8,Washington,2020,2026,925,-1.036141828,-5.281199131,-6.317340959,0.0818514518,-5.747490557,-5.665639106,-0.8662669518,-5.625727781,-6.491994733,-1.780027471,-1.780027471,0,-0.6401471225,-6.489940242,-7.130087364,0.8115151421
Ivica Zubac,zubaciv01,1627826,Starter,C,84,265,40,LAC,1610612746,LA Clippers,3/18/1997,22,3,,2020,2476,1172,0.7499170048,3.727486908,4.477403913,0.7308806171,1.862941559,2.593822176,0.7506142435,3.458038911,4.208653155,4.145204049,4.145204049,0,-0.3084406365,3.053700894,2.745260258,-0.3861952902
JaMychal Green,greenja01,203210,,F-C,80,220,4,LAC,1610612746,LA Clippers,6/21/1990,29,5,Alabama,2020,2535,1158,-1.393004916,-1.264582054,-2.657586971,-0.5125622075,1.729148726,1.216586519,-1.339524414,-0.775270677,-2.114795091,0.3755005028,0.3755005028,0,-1.099629815,-0.501678626,-1.601308441,0.05818788685
Joakim Noah,noahjo01,201149,,F-C,83,232,55,LAC,1610612746,LA Clippers,2/25/1985,35,12,Florida,2020,25,10,4.624136872,-23.35249114,-18.72835427,-28.10083116,5.223645264,-22.8771859,-1.947616668,-18.93528305,-20.88289972,-0.09412426049,-0.09412426049,0,1.589428324,-11.80179969,-10.21237137,1.775434152
Johnathan Motley,motlejo01,1628405,Inactive,F,80,230,15,LAC,1610612746,LA Clippers,5/4/1995,24,2,Baylor,2020,91,41,3.298821365,-0.2230730267,3.075748339,4.930203568,-2.394120736,2.536082832,3.782767662,-0.8041005849,2.978667077,0.1209833957,0.1209833957,0,2.03099522,1.305469293,3.336464513,0.978921198
Kawhi Leonard,leonaka01,202695,Starter,SF,79,225,2,LAC,1610612746,LA Clippers,6/29/1991,28,8,San Diego State,2020,3522,1676,5.63299656,3.194908038,8.827904598,5.646991047,4.651324519,10.29831557,5.937196116,3.651466592,9.588662708,10.51352059,10.51352059,0,6.021409019,4.07690313,10.09831215,-0.3597623675
Landry Shamet,shamela01,1629013,,G,76,180,20,LAC,1610612746,LA Clippers,3/13/1997,22,1,Wichita State,2020,2837,1316,-0.002814299425,-1.623719211,-1.626533511,0.865857053,-2.878265141,-2.012408088,0.1360436063,-2.037930288,-1.901886682,0.5690861338,0.5690861338,0,-0.2502601083,-0.9915741319,-1.24183424,-0.06391976374
Lou Williams,willilo02,101150,Inactive,G,73,175,23,LAC,1610612746,LA Clippers,10/27/1986,32,14,No College,2020,3846,1757,2.963888392,-2.350846261,0.6130421309,-1.501949007,-2.06724267,-3.569191677,2.16940494,-2.460011685,-0.2906067447,2.241736882,2.241736882,0,2.235983992,-2.775717013,-0.5397330214,1.715847898
Marcus Morris Sr.,morrima03,202694,Starter,PF,80,235,13,LAC,1610612746,LA Clippers,9/2/1989,30,8,Kansas,2020,3600,1746,0.4215010578,-0.4373650108,-0.01586395299,1.789282473,0.988380473,2.777662946,0.7755979169,-0.1531050905,0.6224928265,2.997174373,2.997174373,0,0.6480934158,-0.2754077928,0.372685623,-0.3792019995
Mfiondu Kabengele,kabenmf01,1629662,G-League,F-C,81,250,25,LAC,1610612746,LA Clippers,8/14/1997,22,0,Florida State,2020,135,64,3.536720685,2.18274112,5.719461804,2.830193813,-0.03859247385,2.791601339,3.533643088,1.712382899,5.246025986,0.2602143269,0.2602143269,0,3.240348121,2.055887815,5.296235936,-0.3431501862
Montrezl Harrell,harremo01,1626149,Inactive,F-C,79,253,5,LAC,1610612746,LA Clippers,1/26/1994,25,4,Louisville,2020,3816,1749,0.9107023733,3.842225841,4.752928215,0.3798607231,0.340158743,0.7200194662,0.809752738,3.259300364,4.069053102,6.108360204,6.108360204,0,0.3115998886,2.871781193,3.183381081,0.3930765661
Patrick Beverley,beverpa01,201976,Starter,PG,73,180,21,LAC,1610612746,LA Clippers,7/12/1988,31,7,Arkansas,2020,2785,1315,0.6503153705,2.921485463,3.571800834,3.88848363,3.231089049,7.119572679,1.327009787,3.115160706,4.442170493,4.800644969,4.800644969,0,1.183407856,3.880854406,5.064262262,-0.521644138
Patrick Patterson,pattepa01,202335,,F,80,235,54,LAC,1610612746,LA Clippers,3/14/1989,30,9,Kentucky,2020,1370,629,0.04655423955,0.3018174738,0.3483717134,-1.227952574,2.246577956,1.018625382,-0.2675317444,0.675729336,0.4081975916,1.015933894,1.015933894,0,-0.4985783718,-0.4470328873,-0.9456112592,0.2434031582
Paul George,georgpa01,202331,Starter,SG,80,210,13,LAC,1610612746,LA Clippers,5/2/1990,29,9,Fresno State,2020,2684,1256,4.307674795,2.496012802,6.803687597,3.043996733,0.6480068652,3.692003599,4.260727297,2.209452011,6.470179307,5.985082552,5.985082552,0,4.47385875,2.492443214,6.966301964,1.324009026
Reggie Jackson,jacksre01,202704,,G,75,208,1,LAC,1610612746,LA Clippers,4/16/1990,29,8,Boston College,2020,1224,590,0.7630699605,-1.034250016,-0.2711800555,2.215752186,2.813741835,5.029494022,1.10617397,-0.3109748292,0.7951991413,1.051756298,1.051756298,0,1.038520504,-0.8886751404,0.1498453639,-1.006186195
Rodney McGruder,mcgruro01,203585,,G,76,205,19,LAC,1610612746,LA Clippers,7/29/1991,28,3,Kansas State,2020,1665,749,-3.009103015,-1.265290384,-4.274393399,-2.680074893,-2.112543798,-4.792618691,-3.170535298,-1.568539213,-4.739074511,-0.7583804674,-0.7583804674,0,-3.597419042,-0.9525340159,-4.549953058,-0.231372642
Terance Mann,mannte01,1629611,G-League,G-F,77,215,14,LAC,1610612746,LA Clippers,10/18/1996,23,0,Florida State,2020,604,271,-3.040561665,0.9828138607,-2.057747804,-3.119663844,2.877283196,-0.242380648,-3.297120719,1.368153636,-1.928967083,0.1129323201,0.1129323201,0,-4.324316935,0.7985280418,-3.525788893,-0.5275961836
Alex Caruso,carusal01,1627936,,G,77,186,4,LAL,1610612747,Los Angeles Lakers,2/28/1994,25,2,Texas A&M,2020,2273,1060,-0.9771230273,4.144076323,3.166953296,-0.2403532398,4.933878047,4.693524807,-0.9160281007,4.481610456,3.565582355,3.418188304,3.418188304,0,-0.6309904618,4.758501627,4.127511165,0.07901177033
Anthony Davis,davisan02,203076,Starter,F-C,82,222,3,LAL,1610612747,Los Angeles Lakers,3/11/1993,26,7,Kentucky,2020,4115,1925,3.290609885,4.336482991,7.627092877,-2.327519146,0.7190531679,-1.608465978,2.255782252,3.768909893,6.024692145,8.737145035,8.737145035,0,3.147212815,4.161326257,7.308539072,1.41107629
Avery Bradley,bradlav01,202340,Starter,G,75,195,11,LAL,1610612747,Los Angeles Lakers,11/26/1990,28,9,Texas,2020,2547,1186,-1.740203674,0.1658497038,-1.57435397,-0.1528434622,2.058001678,1.905158216,-1.54885792,0.5093061507,-1.039551769,1.038652313,1.038652313,0,-1.231961734,1.434552442,0.2025907075,0.3612062349
Danny Green,greenda02,201980,GTD,G,78,209,14,LAL,1610612747,Los Angeles Lakers,6/22/1987,32,10,North Carolina,2020,3332,1554,0.2882165932,2.889782493,3.177999086,1.755678945,0.1195466724,1.875225618,0.5861396436,2.407898643,2.994038286,4.581740819,4.581740819,0,0.9977653653,3.847816109,4.845581475,0.6176535071
